ds,y,year,month,day_of_week,lag_1,lag_7,rsi,macd,macd_diff
2005-03-02 05:00:00,4.62882137298584,2005,3,2,4.650818347930908,4.948025226593018,43.02677072837836,-0.03717828764073339,-0.033706047986691516
2005-03-03 05:00:00,4.674565315246582,2005,3,3,4.62882137298584,4.783549308776856,45.20145595822253,-0.04064718935024647,-0.02973995975696368
2005-03-04 05:00:00,4.646819114685059,2005,3,4,4.674565315246582,4.848039627075195,44.10185023031864,-0.04511514612642298,-0.02736633322651215
2005-03-07 05:00:00,4.7195587158203125,2005,3,0,4.646819114685059,4.721558094024658,47.694260997941896,-0.04229896007843337,-0.019640117742818028
2005-03-08 05:00:00,4.629322052001953,2005,3,1,4.7195587158203125,4.646068572998047,43.9230738866153,-0.04680887342146178,-0.019320024868677156
2005-03-09 05:00:00,4.533085346221924,2005,3,2,4.629322052001953,4.699060916900635,40.26631562081793,-0.05748584902684151,-0.023997600379245504
2005-03-10 05:00:00,4.498840808868408,2005,3,3,4.533085346221924,4.650818347930908,39.02139529311391,-0.06792764942932195,-0.02755152062538075
2005-03-11 05:00:00,4.444348335266113,2005,3,4,4.498840808868408,4.62882137298584,37.057983688787345,-0.0796814208647314,-0.031444233648632164
2005-03-14 05:00:00,4.374108791351318,2005,3,0,4.444348335266113,4.674565315246582,34.638631320089814,-0.0935853202689847,-0.03627850644230836
2005-03-15 05:00:00,4.464595794677734,2005,3,1,4.374108791351318,4.646819114685059,40.06703699472329,-0.09619385292412463,-0.031109631277958627
2005-03-16 05:00:00,4.3893561363220215,2005,3,2,4.464595794677734,4.7195587158203125,37.29352596923415,-0.10314337287405895,-0.03044732098231434
2005-03-17 05:00:00,4.481593132019043,2005,3,3,4.3893561363220215,4.629322052001953,42.54424991150464,-0.10005479343023893,-0.02188699323079546
2005-03-18 05:00:00,4.500340938568115,2005,3,4,4.481593132019043,4.533085346221924,43.57839678918001,-0.09499918914492333,-0.013465111156383894
2005-03-21 05:00:00,4.521337985992432,2005,3,0,4.500340938568115,4.498840808868408,44.77723161287072,-0.08828065563232457,-0.005397262115028098
2005-03-22 05:00:00,4.464345455169678,2005,3,1,4.521337985992432,4.444348335266113,42.15876974657753,-0.08655721268230465,-0.0029390553320065432
2005-03-23 05:00:00,4.473844528198242,2005,3,2,4.464345455169678,4.374108791351318,42.759583363922765,-0.08346276907323258,0.00012431062165242646
2005-03-24 05:00:00,4.480593681335449,2005,3,3,4.473844528198242,4.464595794677734,43.210939827717084,-0.07954881079223686,0.0032306151221185297
2005-03-28 05:00:00,4.534835338592529,2005,3,0,4.480593681335449,4.3893561363220215,46.83903043427755,-0.07124881029753194,0.00922449249345876
2005-03-29 05:00:00,4.488592147827148,2005,3,1,4.534835338592529,4.481593132019043,44.24385947239521,-0.06762292415564364,0.010280302908277653
2005-03-30 05:00:00,4.510589599609375,2005,3,2,4.488592147827148,4.500340938568115,45.78274001047214,-0.06225671607716965,0.012517208789401324
2005-03-31 05:00:00,4.512088775634766,2005,3,3,4.510589599609375,4.521337985992432,45.892346392299594,-0.057223351363210107,0.014040458802688699
2005-04-01 05:00:00,4.500340938568115,2005,4,4,4.512088775634766,4.464345455169678,45.12253952747615,-0.05356486343179778,0.014159157387280824
2005-04-04 04:00:00,4.631571292877197,2005,4,0,4.500340938568115,4.473844528198242,54.33694908754562,-0.03961958264684107,0.022483550537790033
2005-04-05 04:00:00,4.713559150695801,2005,4,1,4.631571292877197,4.480593681335449,58.97199295573016,-0.02170194570846018,0.032320949980936736
2005-04-06 04:00:00,4.729806900024414,2005,4,2,4.713559150695801,4.534835338592529,59.8419344818201,-0.006120478693959264,0.038321933596350125
2005-04-07 04:00:00,4.843290328979492,2005,4,3,4.729806900024414,4.488592147827148,65.36575203348318,0.01520978157528674,0.047721755092476906
2005-04-08 04:00:00,4.800546646118164,2005,4,4,4.843290328979492,4.510589599609375,61.91143959197486,0.028338440628347783,0.04868033131643036
2005-04-11 04:00:00,4.830042839050293,2005,4,0,4.800546646118164,4.512088775634766,63.3507522006596,0.040654454529140516,0.04879707617377847
2005-04-12 04:00:00,4.848289966583252,2005,4,1,4.830042839050293,4.500340938568115,64.25074855362716,0.05129606585542046,0.047550950000046735
2005-04-13 04:00:00,4.822543144226074,2005,4,2,4.848289966583252,4.631571292877197,61.939445927752175,0.056995062508709005,0.04259995732266822
2005-04-14 04:00:00,4.785548686981201,2005,4,3,4.822543144226074,4.713559150695801,58.673433513038255,0.05785944720034131,0.03477147361144042
2005-04-15 04:00:00,4.624322891235352,2005,4,4,4.785548686981201,4.729806900024414,47.03371772771777,0.045015987714625005,0.017542411300579295
2005-04-18 04:00:00,4.673564910888672,2005,4,0,4.624322891235352,4.843290328979492,50.27811809333155,0.038368583842438575,0.008716005942714291
2005-04-19 04:00:00,4.784299373626709,2005,4,1,4.673564910888672,4.800546646118164,56.70118686683509,0.04155677346193709,0.009523356449770246
2005-04-20 04:00:00,4.9517741203308105,2005,4,2,4.784299373626709,4.830042839050293,64.22768947608992,0.05694087021187766,0.019925962559768647
2005-04-21 04:00:00,5.104752063751221,2005,4,3,4.9517741203308105,4.848289966583252,69.4513343249282,0.08054840736617397,0.03482679977125196
2005-04-22 04:00:00,5.3944597244262695,2005,4,4,5.104752063751221,4.822543144226074,76.46141289224957,0.12123699308374736,0.06041230839106027
2005-04-25 04:00:00,5.58743143081665,2005,4,0,5.3944597244262695,4.785548686981201,79.78839051385958,0.16712765085847092,0.08504237293262706
2005-04-26 04:00:00,5.4679484367370605,2005,4,1,5.58743143081665,4.624322891235352,72.91626552860723,0.19164587436384561,0.0876484771504014
2005-04-27 04:00:00,5.49369478225708,2005,4,2,5.4679484367370605,4.673564910888672,73.44697822352985,0.21072514969456702,0.08538220198489824
2005-04-28 04:00:00,5.485446453094482,2005,4,3,5.49369478225708,4.784299373626709,72.95376612705928,0.22261388730316334,0.07781675167479563
2005-04-29 04:00:00,5.499194622039795,2005,4,4,5.485446453094482,4.9517741203308105,73.27589270101953,0.23048823494880466,0.06855287945634955
2005-05-02 04:00:00,5.556435585021973,2005,5,0,5.499194622039795,5.104752063751221,74.63069249383419,0.2385971797529569,0.06132945940840143
2005-05-03 04:00:00,5.653921127319336,2005,5,1,5.556435585021973,5.3944597244262695,76.78886545731395,0.2500079099137995,0.05819215165539521
2005-05-04 04:00:00,5.711662769317627,2005,5,2,5.653921127319336,5.58743143081665,77.98356378952846,0.26070501854778527,0.05511140823150479
2005-05-05 04:00:00,5.673668384552002,2005,5,3,5.711662769317627,5.4679484367370605,75.23932591148764,0.26308405566093995,0.045992356275727564
2005-05-06 04:00:00,5.69966459274292,2005,5,4,5.673668384552002,5.49369478225708,75.86513072649835,0.26402363632424297,0.037545549551224466
2005-05-09 04:00:00,5.649672031402588,2005,5,0,5.69966459274292,5.485446453094482,72.09165552259327,0.257762948060944,0.025027889030340394
2005-05-10 04:00:00,5.69416618347168,2005,5,1,5.649672031402588,5.499194622039795,73.36161373829543,0.25346977197343357,0.016587770354263953
2005-05-11 04:00:00,5.781402587890625,2005,5,2,5.69416618347168,5.556435585021973,75.69668617650711,0.2541766574770561,0.01383572468630917
2005-05-12 04:00:00,5.717162132263184,2005,5,3,5.781402587890625,5.653921127319336,70.77654734600556,0.2467092903147181,0.005094686019176953
2005-05-13 04:00:00,5.730160236358643,2005,5,4,5.717162132263184,5.711662769317627,71.18466023988013,0.23908417288956407,-0.002024345124781668
2005-05-16 04:00:00,5.775403499603272,2005,5,0,5.730160236358643,5.673668384552002,72.61807339930769,0.23399462128664172,-0.005691117382163213
2005-05-17 04:00:00,5.827395915985107,2005,5,1,5.775403499603272,5.69966459274292,74.20602300050538,0.23148801867336832,-0.006558175996349308
2005-05-18 04:00:00,5.978123664855957,2005,5,2,5.827395915985107,5.649672031402588,78.1602243474322,0.2389099821350218,0.0006910299722432955
2005-05-19 04:00:00,5.978623390197754,2005,5,3,5.978123664855957,5.69416618347168,78.17217175951296,0.24204215402386708,0.003058561488870848
2005-05-20 04:00:00,6.039364814758301,2005,5,4,5.978623390197754,5.781402587890625,79.63077902641605,0.24658328946840324,0.0060797575467256
2005-05-23 04:00:00,6.385314464569092,2005,5,0,6.039364814758301,5.717162132263184,85.55235700135572,0.27492821620366303,0.027539747425588318
2005-05-24 04:00:00,6.399061679840088,2005,5,1,6.385314464569092,5.730160236358643,85.72988910627949,0.29509933875343464,0.03816869598028794
2005-05-25 04:00:00,6.519294738769531,2005,5,2,6.399061679840088,5.775403499603272,87.21015284781181,0.3171312105374744,0.048160454211462145
2005-05-26 04:00:00,6.479050159454346,2005,5,3,6.519294738769531,5.827395915985107,84.06672105889295,0.32756822386407247,0.04687797403044813
2005-05-27 04:00:00,6.649026393890381,2005,5,4,6.479050159454346,5.978123664855957,86.31098835703892,0.3455717575779378,0.05190520619545075
2005-05-31 04:00:00,6.930735111236572,2005,5,1,6.649026393890381,5.978623390197754,89.06104694489147,0.3782114408448738,0.06763591156990939
2005-06-01 04:00:00,7.198945045471191,2005,6,2,6.930735111236572,6.039364814758301,90.92942204313125,0.42086940464429734,0.08823510029546633
2005-06-02 04:00:00,7.196445941925049,2005,6,3,7.198945045471191,6.385314464569092,90.77384585653655,0.44929529503453125,0.09332879254856014
